id;cod_mec;cnpj;desc_nome;municipio;uf;desc_rede;endereco;endereco_nro;endereco_bairro;endereco_compl;endereco_cep
196083;35142852;59044800000000;CRISTA DE JUNDIAI ESCOLA;JUNDIAI;SP;Particular;RUA DO RETIRO;2366;VILA HORTENCIAS;;13209002
196086;43062;8687420000000;ESC EDUC INF ESPACO EDUCAR LTDA ME;JUNDIAI;SP;Particular;PROFA ERNESTINA RIBEIRO;137;PARQUE DO COLEGIO;;13209180
196250;35154891;73887400000000;JOAO MARIA VIVENCIA INFANTIL DE VINHEDO;VINHEDO;SP;Particular;AVENIDA NOSSA SENHORA DAS GRACAS;410;VILA CASCAIS;;13280000
196349;35112951;49452100000000;CANDELARIA ENS PRE ESC FUND MEDIO E PROFIS COLEGIO;INDAIATUBA;SP;Particular;PADRE VICENTE RIZZO;699;CENTRO;;13330360
196366;35161093;49402600000000;SANTA RITA COLEGIO;INDAIATUBA;SP;Particular;MAJOR ALFREDO CAMARGO FONSECA;415;CIDADE NOVA I;;13334060
196394;35170446;34135000178;META COLEGIO;INDAIATUBA;SP;Particular;HERMINIO STEFFEN;96;JARDIM REGINA;;13348883
196412;35195534;4976080000000;JULIO DOMINGOS COLEGIO;RIO DAS PEDRAS;SP;Particular;AVENIDA JOSE AUGUSTO DA FONSECA;697;JARDIM BOM JESUS;;13390000
196421;35113736;54383300000000;DOM BOSCO COLEGIO SALESIANO ASSUNCAO;PIRACICABA;SP;Particular;BOA MORTE;1865;CENTRO;;13400140
196449;35165943;2538850000000;ATLANTICO DE ENSINO INSTITUTO;PIRACICABA;SP;Particular;ALCINDO LOPES LUCAS;222;TERRAS DE PIRACICABA;;13403843
196466;35174713;60727000000000;CLARA LUZ ESC EDUC INF;PIRACICABA;SP;Particular;CONCEICAO;459;VILA REZENDE;;13405280
196529;35123158;62472900000000;CENTRO EDUCACIONAL JARDINS;PIRACICABA;SP;Particular;AVENIDA DOUTOR CASSIO PASCHOAL PADOVANI;500;MORUMBI;;13420010
196599;35174270;62468900000000;CURUMIM ESC EDUC INFANTIL;AMERICANA;SP;Particular;FORTUNATO FARAONE;1427;JARDIM GIRASSOL;;13465660
196667;35152821;1576870000000;SAO FRANCISCO COLEGIO;LIMEIRA;SP;Particular;VISCONDE DO RIO BRANCO;79;CENTRO;;13480100
196668;35113402;3557890000000;BARAO DE LIMEIRA COLEGIO;LIMEIRA;SP;Particular;HUMAITA;86;CENTRO;;13480110
196678;35113451;48658400000000;BRINK BEM ESCOLA DE EDUCACAO INFANTIL;LIMEIRA;SP;Particular;RUA PIAUI;809;VILA CLAUDIA;;13480255
196715;35166777;4548520000000;VIRA MUNDO ESCOLA DE EDUCACAO INFANTIL;LIMEIRA;SP;Particular;MARIA BUZOLIN;814;JARDIM PIRATININGA;;13484318
196803;35296512;2862720000000;PASSATEMPO COLEGIO;SAO CARLOS;SP;Particular;MAJOR JOSE INACIO;2481;CENTRO;;13560160
196804;35808179;4839540000000;INTERATIVO CURSO E COLEGIO UNIDADE II;SAO CARLOS;SP;Particular;MAJOR JOSE INACIO;1661;CENTRO;;13560160
196827;35133619;59622600000000;ARMANDO SALLES OLIVEIRA ESCOLA EDUCACAO BASICA;SAO CARLOS;SP;Particular;DOUTOR CARLOS DE CAMARGO SALLES;NULL;JARDIM LUTFALA;;13560550
196867;35126299;234020000000;KUARUP COLEGIO;RIBEIRAO BONITO;SP;Particular;RUA VICENTE LUCATO;215;MORUMBI;;13580000
196895;4000001064;17344900000000;CENTRO EDUCACIONAL HENRI WALLON;ARARAS;SP;Particular;MARIA SIMIONI SIMIONATO;165;JARDIM INDEPENDENCIA;;13606053
196898;35374180;9150640000000;AQUARELA ESCOLA DE EDUCACAO INFANTIL;ARARAS;SP;Particular;ADOLPHO FACHINI;41157;JARDIM NOSSA SENHORA DE FATIMA;;13609000
196928;35368283;5218310000000;RM COLEGIO DE EDUCACAO;PIRASSUNUNGA;SP;Particular;FELIPE BOLLER JUNIOR;4202;JARDIM SAO FERNANDO;;13631120
197093;35308146;7087390000000;MATERNA COLEGIO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;MOGI GUACU;SP;Particular;ANTONIO SALTORAO;216;JARDIM PLANALTO VERDE;;13843216
197145;35452294;13021100000000;LJV CENTRO EDUCACIONAL;SAO JOAO DA BOA VISTA;SP;Particular;CORONEL JOSE PROCOPIO;1330;SANTO ANTONIO;;13871205
197149;35113669;44832300000000;SANTO EXPEDITO COLEGIO;SAO JOAO DA BOA VISTA;SP;Particular;ALFREDO CENSINE;90;SANTO ANDRE;;13874099
197187;35137595;51306500000000;LIBERE VIVERE COLEGIO DE ENSINO BASICO;SERRA NEGRA;SP;Particular;AVENIDA PAPA JOAO PAULO II;806;E SANTA MARIA;;13930000
197331;35168993;68322300000000;VIKTOR FRANKL COLEGIO;RIBEIRAO PRETO;SP;Particular;DO CAFE;1295;VILA AMELIA;;14050230
197332;35302983;8409190000000;VIKTOR FRANKL COLEGIO ENSINO MEDIO;RIBEIRAO PRETO;SP;Particular;DO CAFE;1295;VILA AMELIA;;14050230
197357;35184846;6906630000000;ALVORADA COLEGIO;RIBEIRAO PRETO;SP;Particular;SALVADOR NEVES;127;VILA MARIA LUIZA;;14055340
197358;35123336;11119600000000;ESC TIA OLIVIA;RIBEIRAO PRETO;SP;Particular;STA CATARINA;1426;IPIRANGA;;14055480
197402;35193884;4598740000000;SATHYA SAI DE RIBEIRAO PRETO ESCOLA;RIBEIRAO PRETO;SP;Particular;JULIETA ENGRACIA GARCIA;2050;JARDIM FLORESTAN FERNANDES;;14079312
197417;35164963;60249400000000;KINDERSPIEL ESCOLA DE EDUCACAO INFANTIL;RIBEIRAO PRETO;SP;Particular;TAMANDARE;905;CAMPOS ELISEOS;;14085070
197437;35809913;4602030000000;VIANNA COLEGIO;RIBEIRAO PRETO;SP;Particular;RUA CESARIO MOTTA;957;JARDIM PAULISTA;;14090050
197470;35295103;5753430000000;CULTURATIVA ESCOLA DE EDUCACO INFANTIL;RIBEIRAO PRETO;SP;Particular;DOMINGOS F. VILLAS BOAS;126;PARQUE DOS LAGOS;;14094164
197491;35193252;6064560000000;POLEGATO COLEGIO;DUMONT;SP;Particular;RUA ANTONIO TOVO;754;JARDIM TANGARA;;14120000
197517;35288482;7624990000000;PABLO PICASSO COLEGIO;SERTAOZINHO;SP;Particular;PEDRO BIAGI;638;JARDIM RECREIO;;14170080
197536;35439149;11089300000000;INTEGRADO SER COLEGIO;PONTAL;SP;Particular;RUA ELPIDIO VICENTE;483;CENTRO;;14180000
197563;35126559;64927000000000;CRESCER CENTRO DE DESENV RECREACAO E ORIENT INFANTIL JUVENIL;BATATAIS;SP;Particular;AVENIDA NOVE DE JULHO;599;CASTELO;;14300000
197589;35123961;6167310000000;PEQUENO PRINCIPE ESCOLA DE EDUCACAO INFANTIL;FRANCA;SP;Particular;COUTO MAGALHAES;2638;CENTRO;;14400020
197605;35802244;4690920000000;PESSOA COLEGIO;FRANCA;SP;Particular;DOUTOR HELIO PALERMO;4062;JARDIM SAMELLO;;14401000
197667;35302478;7795770000000;VILLA LOBOS COLEGIO;FRANCA;SP;Particular;DOUTOR HELIO PALERMO;566;ESTACAO;;14400008
197683;35268057;6034050000000;PARAISO DA CRIANCA ESC EDUC INF;FRANCA;SP;Particular;ANTONIO CONSTANTINO;497;JARDIM MARIA ROSA;;14405435
197768;35084128;5994070000000;NOVA ORLANDIA ESCOLA;ORLANDIA;SP;Particular;AVENIDA QUINZE;255;JARDIM NOVA ORLANDIA;;14620000
197787;35126408;66993500000000;DOCE VIDA COLEGIO;JARDINOPOLIS;SP;Particular;RUA DOUTOR LINCOLN GUIMARAES;56;CENTRO;;14680000
197792;35160490;4250400000000;NEC NUCLEO DE EDUCACAO CULTURA ENSINO FUNDAMENTAL E MEDIO;JARDINOPOLIS;SP;Particular;RUA DOUTOR LINCOLN GUIMARAES;85;CENTRO;;14680000
197800;35114327;10847700000000;ANJO DA GUARDA COLEGIO;BEBEDOURO;SP;Particular;NOSSA SENHORA DE FATIMA;755;CENTRO;;14701150
197840;2000001424;;TOCA DOS COELHINHOS;COLINA;SP;Particular;DR MOACYR VIZZOTTO;271;CENTRO;;14770000
197877;35142815;60240100000000;IRUM CURUMIM ESCOLA DE EDUCACAO BASICA EDUCACAO PROFISSIONAL;GUAIRA;SP;Particular;RUA 8;1200;CENTRO;;14790000
197921;35124060;96574900000000;COEDUCAR INSTITUTO DE EDUCACAO;ARARAQUARA;SP;Particular;TORELLO DINUCCI;450;PARQUE LARANJEIRAS;;14801530
197922;35809385;5390060000000;PABLO NERUDA COLEGIO;ARARAQUARA;SP;Particular;PADRE FRANCISCO SALES COLTURATO;1440;CENTRO;;14802000
197934;35174348;4204620000000;INTERATIVO ARARAQUARA CURSO E COLEGIO;ARARAQUARA;SP;Particular;PADRE JOSE DE ANCHIETA;1508;PARQUE ALVORADA;;14807150
197979;35288412;5686660000000;POLIGENES COLEGIO;JABOTICABAL;SP;Particular;VINTE E QUATRO DE MAIO;1365;CENTRO;;14870350
198064;35104309;5511210000000;AMERICA ESCOLA DE ENSINO FUNDAMENTAL;SAO JOSE DO RIO PRETO;SP;Particular;CILA;3230;VILA IMPERIAL;;15015800
198066;35173824;65707200000000;AZEVEDO MARQUES COLEGIO;SAO JOSE DO RIO PRETO;SP;Particular;FRITZ JACOBS;3373;VILA ZILDA;;15020030
198069;35174646;3497210000000;INTERATIVO COLEGIO;SAO JOSE DO RIO PRETO;SP;Particular;BONFA NATALE;1822;SANTOS DUMONT;;15020130
198070;35439691;10489400000000;INTERATIVO CENTRO DE ESTUDOS;SAO JOSE DO RIO PRETO;SP;Particular;BADY BASSITT;3962;BOA VISTA;;15025000
198071;35192648;7070910000000;BOA VISTA LICEU COLEGIO;SAO JOSE DO RIO PRETO;SP;Particular;BOA VISTA;256;BOA VISTA;;15025010
198087;35116440;773095000000;SANTO ANTONIO COLEGIO;SAO JOSE DO RIO PRETO;SP;Particular;FRITZ JACOBS;1134;BOA VISTA;;15025500
198165;35419928;;INTEGRACAO COLEGIO;SAO JOSE DO RIO PRETO;SP;Particular;DOUTOR LINEU DE ALCANTARA GIL;5445;PARQUE INDUSTRIAL CAMPO VERDE;;15076090
198228;35808325;51847200000000;ARTEMAIOR EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;MIRASSOL;SP;Particular;RUA TREZE DE MAIO;2178;CENTRO;;15130000
198327;35153151;1610630000000;MODERNA DE RIOLANDIA ESCOLA EDUCACAO INFANTIL FUNDAM E MEDIO;RIOLANDIA;SP;Particular;AVENIDA TRES;416;CENTRO;;15495000
198400;35126792;56362100000000;CAMINHO FELIZ CENTRO DE ENSINO CECAF;SANTA FE DO SUL;SP;Particular;AVENIDA MARIANO VICENTE FILHO;3001;JARDIM NOVA ERA;;15775000
198421;35116014;47074900000000;APLICACAO COLEGIO DE;CATANDUVA;SP;Particular;MONTE APRAZIVEL;297;VILA GUZZO;;15803030
198481;35152973;1456850000000;XI DE AGOSTO COLEGIO;SANTA ADELIA;SP;Particular;AVENIDA SANTA ADELIA;184;JARDIM PAULISTA;;15950000
198499;35124148;59761700000000;DINAMICO CAMINHANDO COLEGIO;ARACATUBA;SP;Particular;CRISTIANO OLSEN;2122;HIGIENOPOLIS;;16010720
198533;35116661;51104300000000;COLEGIO EXTENSAO DE ARACATUBA;ARACATUBA;SP;Particular;ANTONIO GOMES DO AMARAL;294;SANTANA;;16050430
198700;35116245;5969810000000;INTERATIVO COLEGIO UNIDADE II;BAURU;SP;Particular;ANTONIO DOS REIS;15919;V BRUNHARI;;17011140
198775;35196915;2865080000000;PASSO A PASSO ESCOLA DE EDUCACAO INFANTIL;BAURU;SP;Particular;ENGENHEIRO XERXES RIBEIRO DOS SANTOS;1;JARDIM CAROLINA;;17032550
198790;35160441;919959000000;PARAISO COLEGIO;BAURU;SP;Particular;D ANNUNCIO CAMMAROSANO;41548;VILA SOUTO;;17051090
198806;35401870;;DOM BOSCO COLEGIO ENSINO MEDIO;BAURU;SP;Particular;CARLOS GOMES;4;JARDIM BELA VISTA;;17060270
198819;35116221;671283000000;MAXIMO COLEGIO E UEEI TIA ZI;AGUDOS;SP;Particular;RUA XV DE NOVEMBRO;77;CENTRO;;17120000
198838;35115691;50752100000000;HORACIO BERLINCK COLEGIO;JAU;SP;Particular;TENENTE LOPES;170;CENTRO;;17201460
198840;35192399;6955310000000;AGP JORGE ESCOLA DE ENSINO FUNDAMENTAL;JAU;SP;Particular;QUINTINO BOCAIUVA;3;CENTRO;;17201470
198859;35125982;49902800000000;PORTO ALVORADA COLEGIO DE ENSINO FUNDAMENTAL;JAU;SP;Particular;DOUTOR MIGUEL NASSIF;60;JARDIM ALVORADA;;17210520
198860;35153850;49902800000000;PINGUINHO DE GENTE EEI;JAU;SP;Particular;DOUTOR MIGUEL NASSIF;80;JARDIM ALVORADA;;17210520
198861;35362827;9017590000000;ABELHA RAINHA ESCOLA DE EDUCACAO INFANTIL;JAU;SP;Particular;PAULO DO AMARAL MACHADO;342;CENTRO;;17211300
198881;35166285;51526900000000;ARCO IRIS COLEGIO;PEDERNEIRAS;SP;Particular;RUA DUQUE DE CAXIAS;NULL;CENTRO;;17280000
198954;35173010;3352370000000;MASTER SOCIEDADE CIVIL COLEGIO;DUARTINA;SP;Particular;RUA DONA RIMA SIMAO;708;CENTRO;;17470000
199016;35141616;51497500000000;SHUNJI NISHIMURA COLEGIO;POMPEIA;SP;Particular;RUA CAMPOS SALES;14;VILA PAULINA;;17580000
199099;35111971;71493300000000;LICEU PEDRO II;SOROCABA;SP;Particular;BRIGADEIRO TOBIAS;413;CENTRO;;18010070
199107;35188190;54339500000000;MARICEL COLEGIO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;SOROCABA;SP;Particular;PEDRO JOSE SENGER;132;VILA AUGUSTA;;18015000
199110;35429961;;A MAGIA DA AQUARELA ESCOLA DE EDUCACAO INFANTIL;SOROCABA;SP;Particular;ARTUR TARSITANI;215;JARDIM GONCALVES;;18016620
199159;35111958;71490900000000;SAO JOSE COLEGIO SALESIANO;SOROCABA;SP;Particular;GUSTAVO TEIXEIRA;411;VILA INDEPENDENCIA;;18040323
199176;35385074;8319850000000;CENTOPEIAS EEIEF UNIDADE I;SOROCABA;SP;Particular;OSWALDO MARTINS;73;JARDIM REFUGIO;;18045490
199205;35186636;3204700000000;VINCERE COLEGIO;SOROCABA;SP;Particular;DOUTOR AMERICO FIGUEIREDO;1081;JARDIM SIMUS;;18055132
199210;35440899;8068360000000;MAXXIMUS ESCOLA DE EDUCACAO INFANTIL;SOROCABA;SP;Particular;MARCELINO SOARES LEITE;160;VILA TRUJILLO;;18060390
199211;35137686;;AGUIRRE DOM COLEGIO;SOROCABA;SP;Particular;GENERAL OSORIO;215;VILA TRUJILLO;;18060501
199226;35195194;1322290000000;AKALANTO KIDS COLEGIO;SOROCABA;SP;Particular;ATANAZIO SOARES;3222;CEDRINHO;;18075000
199256;35119912;60120000000000;O FAROL COLEGIO;SOROCABA;SP;Particular;APARECIDA;1388;SANTA ROSALIA;;18095000
199258;35173368;57052600000000;VICTORIA COLEGIO;SOROCABA;SP;Particular;PEREIRA DA SILVA;226;JARDIM SANTA ROSALIA;;18095340
199267;35120881;6241380000000;JARD ESC MEU PARQUINHO;VOTORANTIM;SP;Particular;PAULA NEY;100;CENTRO;;18110045
199270;35802281;4267610000000;BELA ALVORADA COLEGIO;VOTORANTIM;SP;Particular;JOAO GUGONI;65;JARDIM ICATU;;18110215
199273;35431485;;PASSAROS CENTRO EDUCACIONAL;VOTORANTIM;SP;Particular;CELESTINO SOARES;280;JARDIM KAROLYNE;;18110654
199274;35186788;3998380000000;PEQUENA SEMENTINHA E JEQUITIBA COLEGIO;VOTORANTIM;SP;Particular;BENEDITO LAZARO;51;JARDIM MARIA JOSE;;18110690
199341;35160349;9271000108;MAGNA VIDA ESCOLA;ARACOIABA DA SERRA;SP;Particular;RUA DANIEL VIEIRA RODRIGUES;115;JARDIM SALETE;;18190000
199377;35106434;5453490000000;ITAPETININGA COOPERATIVA DE ENSINO DE;ITAPETININGA;SP;Particular;DOUTOR CYRO ALBUQUERQUE;3680;VILA RECREIO;;18213615
199392;35463401;;XI DE AGOSTO COLEGIO;TATUI;SP;Particular;HUMAITA;603;CENTRO;;18270180
199404;35160301;1622160000000;PRESBITERIANO DE TATUI COLEGIO;TATUI;SP;Particular;MONSENHOR SILVESTRE MURARI;90;VILA DOUTOR LAURINDO;;18271390
199521;35802098;4638920000000;PERES GUIMARAES COLEGIO;BOITUVA;SP;Particular;RUA SAO BENEDITO;594;VILA NOSSA SENHORA APARECIDA;;18550000
199534;35186843;4677340000000;ESCOLA CRISTA DE BOTUCATU;BOTUCATU;SP;Particular;AMANDO DE BARROS;100;CENTRO;;18600050
199603;35186934;821485000000;COLEGIO YOLANDA PELLISON;ITATINGA;SP;Particular;RUA LUIZ CANDIDO SAMPAIO;373;JARDIM CIDADE SERRANA;;18690000
199700;35118321;57323600000000;CRIARTE COLEGIO;PRESIDENTE PRUDENTE;SP;Particular;ANTONIO FURTADO DE MIRANDA;40;VILA INDUSTRIAL;;19013370
199734;35165815;67662800000000;EDUCAR COLEGIO;PRESIDENTE PRUDENTE;SP;Particular;BENJAMIM CONSTANT;242;VILA MARCONDES;;19030010
199781;35446294;11720300000000;SOPHUS COLEGIO;ROSANA;SP;Particular;RUA MATO GROSSO;NULL;PORTO PRIMAVERA;QUADRA 34;19274000
199786;35463188;;NOVO MILLENIUN COLEGIO;TEODORO SAMPAIO;SP;Particular;RUA RICARDO FOGAROLI;440;VILA SAO PAULO;;19280000
199795;35153515;2482830000000;ATLAS COLEGIO;SANTO ANASTACIO;SP;Particular;PRACA ATALIBA LEONEL;213;CENTRO;;19360000
199847;35187847;3076130000000;EXPERT WORLD COLEGIO;QUATA;SP;Particular;RUA REINALDO PRIVELATO;90;CENTRO;;19780000
199860;35412041;;PROFESSORES DE ASSIS COLEGIO DOS;ASSIS;SP;Particular;RUI BARBOSA;1520;CENTRO;;19814000
199890;35808362;5169470000000;SABER DE OURINHOS COLEGIO;OURINHOS;SP;Particular;JOAO MOYA RESTOY;445;JARDIM PAULISTA;;19906425
206293;35156917;;ESCOLA DE ENSINO MEDIO E EDUCACAO PROFISSIONAL DA FUMEP COTIP;PIRACICABA;SP;Municipal;Monsenhor Martinho Salgot;560;VILA AREIAO;;13414040
220130;17039657;2098750000000;EDUCANDARIO SAPIENS;ARRAIAS;TO;Particular;RUA ARLINDO PINTO DE ALMEIDA QF L 06;NULL;SETOR LARANJEIRAS;CENTRO;77330000
220177;17069840;9309300000000;COOPERATIVA DE EDUCADORES DE FORMOSO DO ARAGUAIA - COLEGIO COOPEFA;FORMOSO DO ARAGUAIA;TO;Particular;AV JK COM PRACA DA JUVENTUDE;NULL;CENTRO;COLEGIO COOPEFA;77470000
220185;17025583;4268570000000;ESCOLA CAMINHO CERTO LTDA;PORTO NACIONAL;TO;Particular;AV. CUIABA QD. 34 LT 05, 06, 11 E 12;NULL;VILA NOVA;;77500000
220188;17047650;2862360000000;ESCOLA STELLA MARIS;PORTO NACIONAL;TO;Particular;RUA JAPURA;NULL;UMUARAMA;QD.23 LT 7 E 9;77500000
100222161;16011210;9483750000000;ESCOLA BATISTA DE MACAPA;MACAPA;AP;PRIVADA;JOVINO DINOA;1601;CENTRAL;;68900075
100222165;29453330;;EDUCANDARIO OBJETIVO;SALVADOR;BA;PRIVADA;RUA 13 DE MAIO;56;SETE DE ABRIL;;41385120
