id;cod_mec;cnpj;desc_nome;municipio;uf;desc_rede;endereco;endereco_nro;endereco_bairro;endereco_compl;endereco_cep
149950;33046379;30626900000000;CENTRO EDUCACIONAL DESTAQUE;BELFORD ROXO;RJ;Particular;MANUEL DE SA;350;PQ AMORIM;;26182000
149951;33113467;1917540000000;CENTRO EDUC MONICA SANTOS;BELFORD ROXO;RJ;Particular;MANUEL DE SA;1325;PARQUE SAO PEDRO;;26182000
150029;33058563;27977100000000;COL EQUIPE GRAU;NOVA IGUACU;RJ;Particular;RUA CORONEL FRANCISCO SOARES;245;CENTRO;201 A 406;26220030
150030;33141568;3855310000000;IPM- INSTITUTO POLITECNICO MILENNIUM;NOVA IGUACU;RJ;Particular;RUA CEL FRANCISCO SOARES;202;CENTRO;SALAS;26220030
150059;33147973;2740190000000;COL EQUIPE CASTELINHO LTDA;NOVA IGUACU;RJ;Particular;DR MARIO GUIMARAES;1091;CENTRO;;26255230
150116;33059012;7742780000000;EDUCANDARIO MODELO;NOVA IGUACU;RJ;Particular;LAFAIETE PIMENTA;497;COMENDADOR SOARES;;26276600
150126;33060371;27215200000000;INST MENINO JESUS DE COMEN SOARES;NOVA IGUACU;RJ;Particular;LUIS SOARES;560;COMENDADOR SOARES;;26280050
150277;33147841;4245890000000;COL E CURSO QM QUALIDADE MAXIMA;NILOPOLIS;RJ;Particular;GETULIO DE MOURA;1455;CENTRO;;26525001
150347;33206406;2897000000000;COLEGIO COR E ACAO PROJETOS EDUCACIONAIS;MESQUITA;RJ;Particular;EUGENIO SOARES;1933;CENTRO;PREDIO;26550007
150383;33061076;30650500000000;CENTRO EDUCACIONAL SAMPAIO CEZAR;MESQUITA;RJ;Particular;JEQUITINHONHA;188;BANCO DE AREIA;;26570240
150444;33034788;31847300000000;COLEGIO LAPIS DE COR;BARRA DO PIRAI;RJ;Particular;JOAO BATISTA;227;OFICINAS VELHAS;;27110420
150461;33098557;39209900000000;CENTRO DE ESTUDOS INTEGRADOS;BARRA DO PIRAI;RJ;Particular;DOUTOR CLODOVEU;113;CENTRO;;27135020
150475;33031002;28467800000000;COLEGIO VIANNA PRADO;PINHEIRAL;RJ;Particular;R JOSE GOMES DA SILVA JR;87;CENTRO;;27197000
150483;33112193;30206200000000;CENTRO EDUCACIONAL ARCO IRIS;VOLTA REDONDA;RJ;Particular;NATAL;90;VOLTA GRANDE;;27210000
150484;33132534;1640890000000;GARRA ASSESSORIA EDUCACIONAL LTDA;VOLTA REDONDA;RJ;Particular;NATAL;170;ATERRADO;;27210000
150516;33034249;40336000000000;CENTRO EDUC TIRADENTES;VOLTA REDONDA;RJ;Particular;OITOCENTOS E VINTE E SETE;60;JARDIM TIRADENTES;;27258315
150528;33032882;29294500000000;COL NS DO ROSARIO;VOLTA REDONDA;RJ;Particular;TRINTA E CINCO;265;SESSENTA;;27261140
150632;33442282;;INSTITUTO EDUCACIONAL GENESIS;RESENDE;RJ;Particular;PERIMETRAL SUL;227;CIDADE ALEGRIA;;27525021
150641;33548250;9344050000000;COLEGIO GENESIS;RESENDE;RJ;Particular;VINTE E NOVE DE SETEMBRO;139;COMERCIAL;;27542030
150684;33157499;;COLEGIO ESPACO ATIVO;VASSOURAS;RJ;Particular;AVENIDA PREFEITO HENRIQUE BORGES FILHO;570;ALTO DO RIO BONITO;;27700000
150743;33149623;5978400000000;CENTRO EDUC LIDERANDO;CARAPEBUS;RJ;Particular;RUA AGENOR ESTEVES;22;CENTRO;;27998000
150782;33304211;4269440000000;CENTRO EDUCACIONAL CANTINHO DA CRIANCA FELIZ;CAMPOS DOS GOYTACAZES;RJ;Particular;OLEGARIO MARIANO;84;PARQUE JOCKEY CLUB;;28020245
150841;33008213;39212000000000;CENTRO EDUC FELICIANO AZEVEDO;CAMPOS DOS GOYTACAZES;RJ;Particular;BENTA PEREIRA;83;CENTRO;;28035290
150852;33306206;5956380000000;COLEGIO PITAGORAS;CAMPOS DOS GOYTACAZES;RJ;Particular;CORA DE ALVARENGA;148;PARQUE LEOPOLDINA;;28051272
150871;33113530;39221200000000;CENTRO EDC N SA APARECIDA JI BAR PAPEL;CAMPOS DOS GOYTACAZES;RJ;Particular;MUSSUREPE;20;PQ LEBRET;;28070385
150899;33100462;4088250000000;C E J S BARRETO MARTINS J I URSINHO CARINHOSO;CAMPOS DOS GOYTACAZES;RJ;Particular;HERMANN LESSA;56;PQ NOVO MUNDO GUARUS;;28083435
150918;33270201;2824920000000;CENTRO EDUCACIONAL BARRETO - JARDIM ESCOLA ALEGRIA DO SABER;CAMPOS DOS GOYTACAZES;RJ;Particular;ESTRADA DR LORIVAL MARTINS BEDA;269;DONANA;CASA 4;28110000
151078;33006210;;MATERNAL CHAPEUZINHO VERMELHO U I C M A;ITAOCARA;RJ;Particular;AV. WALDEVINO NILO DE FARIA;NULL;CAXIAS;;28570000
151180;33020566;;COL STO AGOSTINHO;BOM JARDIM;RJ;Particular;RUA PROFESSORA JOANA CANTANHEDA MONNERAT;143;CENTRO;PREDIO;28660000
151196;33150591;5907250000000;ESPACO EDUCATIVO CIRANDINHA;CACHOEIRAS DE MACACU;RJ;Particular;RUA MARCOS VICENTE;103;VIRA COPOS;;28685000
151211;33044317;30586100000000;COLEGIO RIO BONITO;RIO BONITO;RJ;Particular;AVENIDA MANUEL DUARTE;307;CENTRO;;28800000
151216;33158274;4325940000000;EDUCACIONAL ALIANCA S-A;RIO BONITO;RJ;Particular;RUA VITAL BRASIL;179;CENTRO;;28800000
151252;33454221;10427700000000;CENTRO INTEGRADO DE ENSINO EDUCARTE;RIO DAS OSTRAS;RJ;Particular;RUA RESENDE;1400;JARDIM MARILEIA;;28890000
151273;33027269;28852000000000;CENTRO EDUCACIONAL ALEXIS NOVELLINO;CABO FRIO;RJ;Particular;MAJOR BELEGARD;100;SAO BENTO;;28906330
151304;33145989;5146710000000;ESCOLA TERRA DOS PAPAGAIOS;CABO FRIO;RJ;Particular;Lisboa;14;Jacar;Rua E N?14;28922150
151327;33028184;39414200000000;COL DISNEYLANDIA - INST SILVA SERPA;SAO PEDRO DA ALDEIA;RJ;Particular;RUA JOSE DOS SANTOS SILVA;26;CENTRO;;28940000
151328;33028222;31344100000000;ESC MENINO DE JESUS;SAO PEDRO DA ALDEIA;RJ;Particular;RUA DR POMPEU DE ALBUQUERQUE;29;BALNEARIO SAO PEDRO;SOBRADO;28940000
151366;33026378;36201900000000;CENTRO EDUC TERRA NOVA DE ARARUAMA LTDA;ARARUAMA;RJ;Particular;RUA HONDURAS;272;PARQUE HOTEL;;28970000
151435;33162565;;PEQUENOS BRILHANTES DE BARRA MANSA CENTRO EDUCACIOAL LTDA ME;BARRA MANSA;RJ;Particular;ALVARO REGO MILLEN;174;SAO SEBASTIAO;;27335350
151568;40716;7554170000000;REALENGO EDUC;RIO DE JANEIRO;RJ;Particular;MAL SOARES ANDREIA;90;REALENGO;;21710180
158450;24057070;8060200000000;COLEGIO HIPOCRATES;NATAL;RN;Particular;JUNDIAI;421;TIROL;;59020120
158466;24099201;35300000000000;NUCLEO DE APRENDIZAGEM DA CRIANCA;NATAL;RN;Particular;ROMUALDO GALVAO;927;LAGOA SECA;;59022100
158489;24059722;6147460000000;EXITO COLEGIO E CURSO;NATAL;RN;Particular;PRESIDENTE BANDEIRA;658;ALECRIM;B;59031200
158596;24069329;35275100000000;SOCIEDADE EDUCATIVA ZONA SUL LTDA;NATAL;RN;Particular;ALAMEDA DAS MANSOES;2110;CANDELARIA;;59067010
158736;24064068;12762600000000;INTELECTUAL COLEGIO E CURSO;NATAL;RN;Particular;SERGIPE;1887;IGAPO;CONJUNTO IGAPO;59104170
158754;24084140;2944040000000;COLEGIO HIPOCRATES ZONA NORTE;NATAL;RN;Particular;PAULISTANA;1897;POTENGI;CONJ.PANATIS I;59108120
158880;24318302;;COMPLEXO EDUCACIONAL PARQUE DUNAS;NATAL;RN;Particular;DO XAREU;503;PAJUCARA;PARQUE DAS DUNAS VI;59133040
158953;24080403;3601940000000;NUCLEO EDUCACIONAL SEMEAR LTDA;PARNAMIRIM;RN;Particular;IRENE FERNANDES DE CASTRO;227;VALE DO SOL;;59143225
158989;24079391;4841960000000;SISTEMA COLEGIO E CURSO;PARNAMIRIM;RN;Particular;RUA FRANCISCO FERREIRA NEVES;315;MONTE CASTELO;;59150000
159072;24061506;498305000000;COL SAO JOSE ED INFANTIL ENS FUND E MEDIO;CANGUARETAMA;RN;Particular;RUA MANOEL LUIZ GOMES;NULL;CENTRO;;59190000
159085;24075329;5235180000000;CREART CENTRO CRIATIVO DE EDUCACAO COM ARTES;SANTA CRUZ;RN;Particular;RUA COSME FERREIRA MARQUES;188;CENTRO;;59200000
159099;24085600;2842840000000;INTEGRAL COLEGIO E CURSO LTDA;PASSA E FICA;RN;Particular;RUA GOVERNADOR TARCISIO MAIA;NULL;NOSSA SENHORA APARECIDA;PREDIO;59218000
159123;24053554;70021600000000;COLEGIO JELM;MACAIBA;RN;Particular;RUA EMILIA F VASCONCELOS;64;CONJ AUTA DE SOUZA;;59280000
159180;24073946;;INSTITUTO DIMENSIONAL EDUCRIARTE;SAO GONCALO DO AMARANTE;RN;Particular;RUA SANTO ANTONIO;144;SANTO ANTONIO DO POTENGI;PROX IGREJA CATOLICA;59293000
159186;24032549;40784800000000;EXTERNATO SANTA CLARA I;CAICO;RN;Particular;RUA ENEAS GOMES DE MEDEIROS;47;BOA PASSAGEM;;59300000
159196;24079286;40784800000000;EXTERNATO SANTA CLARA II;CAICO;RN;Particular;RUA CORONEL MANOEL VALE;179;CENTRO;;59300000
159360;24284335;;CONVESTI COLEGIO E CURSO;MOSSORO;RN;Particular;JERONIMO DIX-NEUF ROSADO;165;CENTRO;;59610280
159377;24001660;9078700000000;EDUCANDARIO JOSE MOREIRA DA COSTA;MOSSORO;RN;Particular;ONZIEME ROSADO;1670;ABOLICAO IV;;59614280
159415;24069914;3457030000000;COLEGIO IDEAL;MOSSORO;RN;Particular;RAIMUNDO NONATO FERNANDES;60;RINCAO;CONJ. VINGT ROSADO;59626690
159478;24006475;35307200000000;INST N SRA DO PERPETUO SOCORRO;CARAUBAS;RN;Particular;RUA LEOVEGILDO FERNANDES PIMENTA;344;SEBASTIAO MALTEZ FERNANDES;;59780000
159501;24081426;4880950000000;ESCOLA CARROSSEL ENCANTADO;ALEXANDRIA;RN;Particular;RUA LUIZINHO MANICOBA;148;ESTACAO;;59965000
159543;24081809;;ESCOLA TECNICA CURSO NOBRE CENTRO DE FORMACAO PROFISSIONAL UNIDADE 7;SAO GONCALO DO AMARANTE;RN;Particular;AV BACHAREL TOMAZ LANDIM;1201;JARDIM LOLA;;59290000
163177;11000171;34481800000000;CENTRO EDUCACIONAL MOJUCA;PORTO VELHO;RO;Particular;NACOES UNIDAS;605;NOSSA SRA DAS GRACAS;;76804175
163185;11040831;84739700000000;CENTRO DE ENSINO APRENDER;PORTO VELHO;RO;Particular;DAS MANGUEIRAS;831;NOVA FLORESTA;;76807082
163206;11040998;4307600000000;CESC - CENTRO EDUC SONHOS DE CRIANCA;PORTO VELHO;RO;Particular;GOVERNADOR ARI MARCOS;1050;AGENOR DE CARVALHO;;76820232
163226;11006595;4291230000000;EPEFM TOUFIA TANOUS BOUCHABKI;GUAJARA-MIRIM;RO;Particular;AVENIDA DR MENDONCA LIMA;1498;TAMANDARE;;76850000
163241;11044462;3672720000000;CENTRO EDUCACIONAL MONTEIRO LOBATO;ARIQUEMES;RO;Particular;CANDEIAS;2290;SETOR 4;;76870001
164709;14001063;3576850000000;ESC ANJO DA GUARDA LTDA;BOA VISTA;RR;Particular;CENTRO CIVICO;6493;CENTRO;;69301380
164713;14006308;4413910000000;CENTRO EDUCACIONAL JARDIM DO EDEN;BOA VISTA;RR;Particular;VILLE ROY;7806;SAO VICENTE;;69303445
165534;43105718;4300450000000;COLEGIO MAUA - COOPEM - COOPERATIVA EDUCACIONAL MAUA LTDA;PORTO ALEGRE;RS;Particular;DOS ANDRADAS;861;CENTRO;;90020005
166054;43203817;4300450000000;COLEGIO MESQUITA;PORTO ALEGRE;RS;Particular;DO FORTE;77;VILA IPIRANGA;;91360000
166073;43211313;5254510000000;ESCOLA EDUC INF GENTE MIUDINHA;PORTO ALEGRE;RS;Particular;MALI;787;JARDIM ITATI;;91370230
166087;43211429;7254160000000;ESC ENS FUND DIVINO MESTRE;PORTO ALEGRE;RS;Particular;JERUSALEM;660;BOM JESUS;;91420440
166334;43037690;88337600000000;COLEGIO MARIA AUXILIADORA;CANOAS;RS;Particular;VICTOR BARRETO;5888;CENTRO;;92010000
166420;43139183;96748300000000;COLEGIO PROFESSOR GUSTAVO SCHREIBER;SAO LEOPOLDO;RS;Particular;DOM JOAO BECKER;NULL;CENTRO;;93010010
166421;43175678;89069500000000;COLEGIO PVSINOS ENSINO MEDIO ENSINOS FUNDAMENTAL - ANOS FINAIS E MEDIO EJA E EDUCACAO PROFISSIONAL;SAO LEOPOLDO;RS;Particular;BRASIL;839;CENTRO;;93010030
166556;43060315;92962900000000;COLEGIO CORACAO DE MARIA;ESTEIO;RS;Particular;AV PADRE CLARET;1285;CENTRO;;93260261
166699;43180698;1823870000000;ESCOLA DE ENSINO MEDIO DORA DIMER;GRAVATAI;RS;Particular;DOM BOSCO;131;SANTA FE;PARADA 64;94060110
166729;43069223;;COLEGIO SANTA LUZIA;GRAVATAI;RS;Particular;AV. PAPA JOAO XXIII;650;MORUNGAVA;;94360000
166858;43205542;92356200000000;ESCOLA DE ENSINO MEDIO CAMINHO DO SABER;CAXIAS DO SUL;RS;Particular;GUERINO SANVITTO;814;LOTEAMENTO VILLAGIO IGUATEMI;;95012340
167263;43193412;2240920000000;CENTRO DE EDUCACAO INFANTIL RISQUE E RABISQUE;CANELA;RS;Particular;RUA FELISBERTO DE MORAES;70;CENTRO;;95680000
167448;43100260;87394200000000;ESC ENS MEDIO ERICO VERISSIMO;PELOTAS;RS;Particular;QUINZE DE NOVEMBRO;902;CENTRO;;96015000
167522;43139825;88337600000000;ESCO ENS FUND NOSSA SENHORA ESTRELA DO MAR;SAO LOURENCO DO SUL;RS;Particular;RUA JULIO DE CASTILHOS;1568;CENTRO;;96170000
167609;43020038;90940100000000;INSTITUTO ANGLICANO MELANIE GRANIER;BAGE;RS;Particular;FLORES DA CUNHA;156;CENTRO;;96400350
167920;43132243;92962900000000;COLEGIO SAGRADO CORACAO DE JESUS;SAO BORJA;RS;Particular;RUA GENERAL MARQUES;1264;CENTRO;PREDIO;97670000
167933;43127142;92962900000000;COLEGIO MEDIANEIRA;SANTIAGO;RS;Particular;RUA PINHEIRO MACHADO;1577;CENTRO;PREDIO ESCOLAR;97700000
167955;43044808;92742000000000;COLEGIO LA SALLE MEDIANEIRA - ESCOLA DE EDUCACAO BASICA;CERRO LARGO;RS;Particular;RUA PADRE MAXIMILIANO;666;CENTRO;;97900000
168043;43074162;92962900000000;COLEGIO SAGRADO CORACAO DE JESUS;IJUI;RS;Particular;RUA SETE DE SETEMBRO;850;CENTRO;;98700000
168065;43128386;92962900000000;COLEGIO TERESA VERZERI;SANTO ANGELO;RS;Particular;GETULIO VARGAS;1694;CENTRO;;98801570
168125;43180965;92647200000000;ESC ENS MEDIO GARRA;PASSO FUNDO;RS;Particular;GENERAL NETTO;1200;CENTRO;5O ANDAR;99010022
168259;43057101;89436600000000;INSTITUTO ANGLICANO BARAO DO RIO BRANCO;ERECHIM;RS;Particular;AV 7 DE SETEMBRO;44;CENTRO;;99700000
168510;43004130;;COLEGIO PRO-FUTURO;VIAMAO;RS;Particular;RS 040 KM 26;18333;AGUAS CLARAS;PREDIO;94760000
177174;42105447;287750000000;COLEGIO ATLANTICO;ITAPEMA;SC;Particular;R 260 A;388;MEIA PRAIA;;88220000
177206;42068673;84308000000000;COLEGIO DE APLICACAO DA UNIVALI;ITAJAI;SC;Particular;URUGUAI;458;CENTRO;;88302202
177256;42145228;84308000000000;COLEGIO DE APLICACAO UNIVALI;BALNEARIO CAMBORIU;SC;Particular;5A AVENIDA;1100;DOS MUNICIPIOS;;88337300
177264;42162408;1801040000000;CENTRO EDUC ESPACO CRIANCA;CAMBORIU;SC;Particular;R PRESIDENTE COSTA E SILVA;396;CENTRO;CRLINECIALTDA;88340000
177292;42114063;2942980000000;CENTRO EDUC CRANDON;PICARRAS;SC;Particular;R NAKLE FRANCISCO;316;CENTRO;;88380000
177366;42109116;85391400000000;CENTRO EDUC SAO JOAQUIM LTDA;SAO JOAQUIM;SC;Particular;R. PADRE JOAO BATISTA VIECELLI;NULL;CENTRO;;88600000
177490;42141133;83649800000000;CENTRO EDUC SATC;CRICIUMA;SC;Particular;PASCOAL MELLER;73;UNIVERSITARIO;;88805380
177546;42129516;1447460000000;CENTRO EDUC SOSSEGO DA MAMAE;NOVA VENEZA;SC;Particular;R CESARE TIBALDESCHI;440;CENTRO;;88865000
177552;42140188;5338350000000;CENTRO EDUCACIONAL BETT E TURAZZI;ORLEANS;SC;Particular;RODOVIA SC 438 KM 52;NULL;MURIALDO;SEMINARIO SAO JOSE;88870000
177568;42138620;1883100000000;ESCOLA INFANTIL E ENSINO FUNDAMENTAL CATAVENTO;ARARANGUA;SC;Particular;AV SETE DE SETEMBRO;2535;CENTRO;;88900000
177908;42020662;84684200000000;COLEGIO TUPY;JOINVILLE;SC;Particular;RUA ALBANO SCHMIDT;3333;BOA VISTA;PREDIO;89227700
178048;42134145;1596310000000;CEI JANELINHA DO SABER;PORTO UNIAO;SC;Particular;R AVENIDA JOAO PESSOA;1520;CENTRO;;89400000
178117;42118239;78498600000000;COLEGIO CARLOS DRUMMOND DE ANDRADE;FRAIBURGO;SC;Particular;AV LEBON REGIS;355;SAO JOSE;;89580000
184103;2000001422;;ESC IDEIA UNID II;ARACAJU;SE;Particular;RIACHUELO;627;SAO JOSE;;49015160
184104;28019709;13172400000000;GREMIO ESCOLAR GRACCHO CARDOSO;ARACAJU;SE;Particular;FREI PAULO;154;SAO JOSE;2 ANDAR;49015260
184266;28033680;3587790000000;COLEGIO MILLENNIUM;ARACAJU;SE;Particular;SIMEAO SOBRAL;497;SANTO ANTONIO;;49065770
184291;28019814;13074900000000;INST DOM FERNANDO GOMES;ARACAJU;SE;Particular;DOM JOSE THOMAZ;NULL;SIQUEIRA CAMPOS;;49075200
184360;1719;;COL RECANTO DO PEQUENO PRINCIPE;ARACAJU;SE;Particular;JOSE ROSENDO FONTES TELES;42;JABOTIANA;CJ J K;49096090
184373;28021061;;COLEGIO ALTERNATIVO;SAO CRISTOVAO;SE;Particular;RUA VENERAVEL VALDOMIRO TEOFILO DOS SANTOS;727;ROSA ELZE;JD ROSA MARIA;49100000
184375;28021258;13414900000000;ESCOLA DO LAR IMACULADA CONCEICAO - ELIC;SAO CRISTOVAO;SE;Particular;RUA CORONEL ERUNDINO PRADO;55;CENTRO;;49100000
184427;28020863;;COLEGIO EDIAL LTDA;NOSSA SENHORA DO SOCORRO;SE;Particular;RUA 8 CONJ JOAO ALVES FILHO;41;TAICOCA;CASA;49160000
184553;28079418;;COLEGIO JOAO NASCIMENTO;ITABAIANINHA;SE;Particular;RUA DO BOMFIM;191;CENTRO;;49290000
184573;28032136;4824980000000;CENTRO EDUCACIONAL MODELO LTDA;SALGADO;SE;Particular;PRACA HELENA RIBEIRO;47;CENTRO;PREDIO;49390000
184610;28006992;13101500000000;COLEGIO DOM BOSCO;ITABAIANA;SE;Particular;RUA BOANERGES DE ALMEIDA PINHEIRO;1144;CENTRO;;49500000
184637;28028376;32776800000000;CENTRO EDU NOSSA SENHORA DA BOA HORA;CAMPO DO BRITO;SE;Particular;PCA GOVERNADOR LOURIVAL BATISTA;158;CENTRO;BAIRRO;49520000
184641;28005139;13002600000000;COLEGIO PARAISO CULTURAL;RIBEIROPOLIS;SE;Particular;RUA JOCELINO NUNES;371;CENTRO;;49530000
184676;28014103;13233100000000;COLEGIO IMACULADA CONCEICAO;CAPELA;SE;Particular;PCA CONEGO JOSE DA MOTA CABRAL;91;CENTRO;;49700000
184678;28029194;2166580000000;ESCOLA VIVA;CARMOPOLIS;SE;Particular;AV. JOSE AMADO ALVES;210;TRAPIA I;PREDIO;49740000
186500;28027922;;ESC REUNIDAS ORATORIO F S JOAO BOSCO;ARACAJU;SE;Estadual;Desembargador Maynard;1276;CIRURGIA;;49055210
186966;43836;;CRECHE RUTH DRUMMOND COSTA FERRARI;SAO PAULO;SP;Particular;DO BOSQUE;1444;BARRA FUNDA;;1136001
187106;35142025;48420000000000;VITAL BRAZIL COLEGIO;SAO PAULO;SP;Particular;ROCHA;98;BELA VISTA;;1330000
187170;40401;7865350000000;COL INTELIGENTE CURSO PREPARATORIO PARA VESTIBULARES;SAO PAULO;SP;Particular;DA LIBERDADE;595;LIBERDADE;2 AN;1503001
187268;35100468;62661900000000;SAA COLEGIO;SAO PAULO;SP;Particular;AMARAL GAMA;185;SANTANA;;2018000
187274;4000000320;9595250000000;ESC EDUC PUER LTDA;SAO PAULO;SP;Particular;MAL HERMES DA FONSECA;524;SANTANA;;2020001
187311;35812481;3526510000000;ROCHA CARDOSO COLEGIO;SAO PAULO;SP;Particular;ANTONIO PONTES;170;VILA GUILHERME;;2065050
187323;35292771;1318330000000;DESAFIO ESCOLA DE EDUCACAO;SAO PAULO;SP;Particular;CORONEL JORDAO;45;VILA PAIVA;;2075030
187457;35368994;59392500000000;DIFERENCIAL COLEGIO;SAO PAULO;SP;Particular;CARLOS DOS SANTOS;168;JARDIM BRASIL ZONA NORTE;;2234000
187464;35150265;648928000000;VIP COLEGIO - JARDIM TREMEMBE;SAO PAULO;SP;Particular;GENERAL ATALIBA LEONEL;2805;JD TREMEMBE;;2242000
187468;35140740;2412060000000;JARDIM DAS ORQUIDEAS CENTRO EDUCACIONAL;SAO PAULO;SP;Particular;GENERAL ATALIBA LEONEL;3918;TUCURUVI;;2242002
187475;35129859;68160300000000;AZENATH FERREIRA PROF COLEGIO EVANGELICO;SAO PAULO;SP;Particular;CRUZ DE MALTA;553;VILA GUSTAVO;;2248000
187504;35138241;4757470000000;SANTA TEREZINHA EXTERNATO;SAO PAULO;SP;Particular;CARATACA;28;TUCURUVI;;2266020
187617;35441348;5403210000000;TREMEMBE COLEGIO;SAO PAULO;SP;Particular;MAMUD RAHD;432;TREMEMBE;;2372090
187619;35100959;52802100000000;MIOSOTIS E E I;SAO PAULO;SP;Particular;CONCHILIA;407;TREMEMBE;;2373010
187646;35806705;3516150000000;PARAISO DOS GOLFINHOS CENTRO EDUCACIONAL;SAO PAULO;SP;Particular;MATEUS LEME;161;MANDAQUI;;2408080
187704;35131799;51173000000000;BRAS LEME COLEGIO;SAO PAULO;SP;Particular;NOVA DOS PORTUGUESES;365;CHORA MENINO;;2462080
187712;35167459;2612610000000;VIP UNIDADE IMIRIM COLEGIO;SAO PAULO;SP;Particular;Imirim;3830;Imirim;;2464600
187848;35304943;56993100000000;DAMATO CENTRO EDUCACIONAL;SAO PAULO;SP;Particular;SEBASTIAO HENRIQUES;510;VILA SIQUEIRA ZONA NORTE;;2723050
187853;46011;8843530000000;PALMEIRA ENCANTADA;SAO PAULO;SP;Particular;BELA VISTA DO PARAISO;38;VILA PALMEIRAS;;2726040
187871;35154854;96291200000000;GENESE COLEGIO;SAO PAULO;SP;Particular;BONANCA;119;VL S VICENTE;;2733130
187877;35294214;5820410000000;CRIE CENTRO RECREATIVO INFANTIL EDUCACIONAL;SAO PAULO;SP;Particular;CUSTODIA;1166;VILA ALBERTINA;;2735060
187880;35294202;1854100000000;ESCOLA LI LU DI;SAO PAULO;SP;Particular;RUA DOS SITIANTES;261;FREGUESIA DO O;;2737001
187916;35129811;4172310000000;ERICA SANTOS COLEGIO;SAO PAULO;SP;Particular;VERISSIMO CARDOSO;37;JARDIM MARISTELA;;2806010
187939;35439356;7856510000000;ALVES E FREITAS COLEGIO;SAO PAULO;SP;Particular;DOMINGOS VEGA;777;VILA JOAO BATISTA;;2837000
188021;35119015;60742000000000;INOVACAO COLEGIO;SAO PAULO;SP;Particular;ANTONIETA LEITAO;214;FREGUESIA DO O;;2925160
188079;35174178;59395100000000;RICARO COLEGIO UNIDADE II;SAO PAULO;SP;Particular;DOUTOR ARTUR FAJARDO;118;CH N S APARECIDA;;2963000
188110;2000001432;10564275000;BABY PEDROSO;SAO PAULO;SP;Particular;JOSEFA FONTOURA;398;PARQUE PANAMERICANO;;2992180
188168;35101278;60485900000000;SAO JOSE COLEGIO AGOSTINIANO;SAO PAULO;SP;Particular;MARQUES DE ABRANTES;365;CH TATUAPE;;3060020
188169;47039;;COL AGOSTINIANO SAO JOSE UNID III;SAO PAULO;SP;Particular;ANTONIO TEIXEIRA;53;CHACARA TATUAPE;;3060023
188347;35365695;2557300000000;SAN LORENZO EXTERNATO;SAO PAULO;SP;Particular;FERNANDO FALCAO;202;VILA CLAUDIA;;3180001
188362;35164525;246556000000;EVOLUCAO INSTITUTO DE ENSINO UNID II;SAO PAULO;SP;Particular;MANUEL ONHA;113;VILA PRUDENTE;;3192100
188402;35801057;67143300000000;PROGRESSIVO COLEGIO;SAO PAULO;SP;Particular;ORLANDO CALIXTO;325;J INDEPENDENCI;;3236000
188429;35177398;1638250000000;AGHAPE COLEGIO DE;SAO PAULO;SP;Particular;SOLIDONIO LEITE;NULL;VILA IVONE;;3275000
188626;35450972;12675900000000;JARDIM TEXTIL COLEGIO;SAO PAULO;SP;Particular;ATLAS;15;VILA MAFRA;;3414060
188630;35163533;65506000000000;SAINT EXUPERY E E I;SAO PAULO;SP;Particular;PRETORIA;1342;V FORMOSA;;3416000
188643;35449738;7234990000000;APRENDIZ COLEGIO;SAO PAULO;SP;Particular;BOICININGA;192;VILA CARRAO;;3427070
188678;35112987;97364500000000;VIDAL COLEGIO;SAO PAULO;SP;Particular;CORONEL JOAO DE OLIVEIRA MELO;654;VILA ANTONIETA;;3474020
188711;35124539;65505500000000;TERCEIRO MILENIO COLEGIO;SAO PAULO;SP;Particular;AMARO BEZERRA CAVALCANTI;751;VILA MATILDE;;3513010
188776;35139774;61037800000000;ISAAC NEWTON ESCOLA;SAO PAULO;SP;Particular;MAJOR BOAVENTURA;197;ARTUR ALVIM;;3569030
189124;35152511;57277700000000;SALMISTA COLEGIO;SAO PAULO;SP;Particular;OURO VERDE DE MINAS;887;JARDIM IMPERADOR;;3937090
189156;35156565;68477200000000;PRO SABER BIO COLEGIO;SAO PAULO;SP;Particular;DOUTOR RAUL MANSO SAYAO FILHO;75;CIDADE SAO MATEUS;;3965010
189431;35196630;4297140000000;ARCA NOE CRECHE;SAO PAULO;SP;Particular;DAS IGREJAS;1559;CHACARA INGLESA;;4141010
189505;35171700;52632300000000;SABIDINHO MARIA ESTELA COLEGIO;SAO PAULO;SP;Particular;NOSSA SENHORA DA ENCARNACAO;NULL;JARDIM MARIA ESTELA;;4180080
189509;35133176;9353810000000;PADUA COLEGIO;SAO PAULO;SP;Particular;GENERAL LEITE DE CASTRO;650;JD S CRUZ;;4182020
189546;35444522;9527670000000;SHEKINAH ESCOLA DE EDUCACAO INFANTIL;SAO PAULO;SP;Particular;OLIVEIRA ALVES;520;IPIRANGA;;4210061
189602;35177258;237633000000;CORA CORALINA COLEGIO;SAO PAULO;SP;Particular;JULIO MONTEIRO;57;SAO JOAO CLIMACO;;4256350
189659;35324954;7339280000000;ROSS COLEGIO;SAO PAULO;SP;Particular;PARACATU;295;SAUDE;;4302020
189663;33770;5680870000000;JARD ESC CONHECER;SAO PAULO;SP;Particular;PROF APRIGIO GONZAGA;1;SAO JUDAS;;4303000
189768;35139580;54199100000000;MARQUES DE MONTE ALEGRE COLEGIOS;SAO PAULO;SP;Particular;CORIOLANO DURAND;440;VL S CATARINA;;4375050
